component1,component2,component3,component4,class
0.000803919,0.004370978,3.81E-05,-0.01345968,0
0.002141658,0.007356516,-0.001804156,-0.002326848,0
-0.005147362,0.004689888,0.002587975,0.005768339,0
0.005531101,0.002336599,-0.000684405,0.003521349,0
-0.003259239,-0.003303089,0.004666672,0.005253055,0
0.008892097,-0.005334526,0.00162841,0.001796664,0
0.003198107,0.003956908,-5.97E-05,-0.002112778,0
0.006752715,-0.00055026,0.0001018,0.001147691,0
0.004814008,0.002748951,-0.00077332,-0.002148217,0
0.007964205,-0.005858265,0.002562839,0.001985231,0
-0.011423692,0.002095689,0.003961263,0.004452331,0
0.000841056,0.006165852,-0.000542374,-0.009356341,0
0.004617319,0.002115962,-9.95E-05,0.00508115,0
0.00314791,0.004739936,-0.000631099,0.001243606,0
-0.006059955,0.004657562,0.002512613,0.005953255,0
0.000338264,0.007080932,-0.000373818,0.003369889,0
0.004772841,-0.00224922,0.001452288,-0.014357992,0
0.000466338,0.008091531,-0.000918025,0.002570502,0
0.001065569,0.005332586,8.17E-05,8.46E-05,0
-0.000762165,0.007006549,0.000321459,0.003577205,0
-0.003955462,0.001136017,0.00299163,0.006192262,0
-0.026471698,-0.00413144,-0.001453837,-0.001890074,0
0.010493911,-0.027261622,-0.025435084,0.001828513,1
-0.003469575,0.004162888,0.002168325,0.004569172,0
0.005999092,0.000842829,-0.000185015,-0.000614409,0
-0.008250737,0.004264455,0.001539479,0.005740952,0
0.000774812,0.003390015,0.001141538,0.003363722,0
0.003083459,0.005861652,-0.001156842,0.00212659,0
4.50E-06,0.00952882,-0.001508206,-0.003050025,0
-0.001676591,0.004716771,0.001635025,0.003388636,0
-0.00293121,0.00494274,0.001388843,0.006682474,0
0.005586703,0.001046126,-0.000281609,-0.003399085,0
0.004569255,-0.000497452,0.001337774,0.004128337,0
0.001956059,0.003689221,0.000127561,0.005235801,0
0.001428644,0.002632432,0.00112424,0.004320661,0
0.004821021,0.003091073,-0.000662518,0.002027263,0
-0.000228659,-0.004056933,0.003026824,-0.038806151,0
0.001063678,0.006613072,-0.000896616,-0.008351067,0
-0.002078466,0.003773852,0.002213027,0.004077226,0
0.011453788,-0.005600845,-0.053512422,0.004386473,1
-0.018286176,-0.003907716,-0.035114762,-0.002907555,0
0.005764884,0.000286933,0.000290643,0.003112804,0
-0.007861099,0.001539854,0.004083389,0.005126792,0
0.002993713,0.001484477,0.000890042,-0.005831892,0
-0.016213496,0.008750536,0.00313766,0.004653204,0
-0.005084479,0.004941274,0.002652966,0.005370535,0
0.001990742,-0.016961362,0.007552165,0.004200292,1
0.001238168,0.007949036,-0.001310928,-0.002076214,0
0.003109822,0.003086162,0.000195009,0.001013248,0
0.00519764,-0.030208396,-0.018188128,0.000143716,1
0.004471242,-0.001202775,0.001489196,-0.008630386,0
-0.010466154,0.002961642,0.004247659,0.004855524,0
-0.001341889,-0.030814511,0.001986568,-3.07E-05,1
0.000560071,-0.030153413,-0.002762843,0.000281968,1
-0.002701409,-0.030847472,0.002649879,-0.000408129,1
0.000898589,-0.021945585,0.008585428,0.00303075,1
-0.000737092,-0.028120756,0.003660655,0.000945943,1
0.013323732,-0.028550787,-0.025851986,0.002392498,1
-0.001829117,-0.031660966,0.003312051,-0.000241138,1
-0.002721781,-0.010354921,0.006871812,0.004193107,1
0.008972946,-0.029062965,-0.021274404,0.001330264,1
0.009023752,-0.010542673,0.004145362,0.000877969,1
-0.000435253,0.010457408,-0.001843525,-0.003640122,0
0.004405749,-0.016643611,0.007521153,0.004587673,1
-0.00629534,-0.009870594,0.006992782,0.003645133,1
-0.000177912,-0.006585441,0.005346963,0.004773687,1
-0.000805803,-0.022824448,0.008626664,0.00250141,1
-0.002239539,-0.001079531,0.003712573,0.005403656,0
0.00198502,0.002135918,0.001458295,0.002085902,0
0.002422894,-0.018115818,0.00763644,0.00408896,1
-0.008849588,0.001086623,0.004139372,0.004986047,0
0.009203025,-0.005402259,0.001635889,0.002532829,0
0.003551152,0.001294489,0.0007158,0.003838599,0
-5.94E-05,0.008660722,-0.001249149,-0.006330525,0
0.004236077,0.003381211,-0.000479363,0.004145487,0
0.002235394,0.004131701,0.000203075,-0.001261599,0
0.003593413,0.003166846,-0.000326882,-0.006073855,0
0.003582622,0.001677031,0.000646748,-9.77E-05,0
-0.005454813,-0.024791669,0.006391497,0.000491358,1
-0.010700421,-0.02098853,-0.007984872,-0.001661855,1
0.003424964,0.001898221,1.10E-05,-0.011538838,0
-0.00692445,-0.010242262,0.006769361,0.003314693,1
0.007301981,-0.001946754,0.000707226,0.000358199,0
0.005775618,0.000808467,0.000120199,-0.000614955,0
-0.004459438,-0.022299496,0.008225712,0.001477187,1
0.002493516,0.002897491,-0.000156622,-0.013137006,0
0.003721576,0.005254497,-0.001308599,0.004292599,0
0.004559678,-0.001413889,0.00176508,0.001491699,0
-0.005974136,0.008140018,0.001696172,0.004416501,0
0.001509988,0.005453948,-0.000228552,5.89E-05,0
0.003353494,0.003191913,6.24E-05,-0.002338418,0
0.00044778,0.008201974,-0.000985107,-0.000787778,0
-0.00808163,-0.002805691,0.005491813,0.004379644,0
0.001937874,0.005604028,-0.00051401,5.20E-05,0
-0.001757128,0.004489707,0.000943051,0.006858082,0
-0.002469928,-0.021949741,-0.009525131,0.000577522,1
0.004131522,-0.001366036,0.002005197,-0.002611708,0
0.002300634,0.004337065,-6.15E-05,-0.002642648,0
-0.006093041,0.002499555,0.004109678,0.00456608,0
0.00496305,-0.000160235,0.001084524,0.00367145,0
0.00518238,-0.001302005,0.001355709,0.002756091,0
0.000537729,0.004668143,0.000867083,0.002911745,0
-0.023152069,-0.005454101,-0.015835232,-0.00269597,0
0.002098923,0.004085884,-0.000134774,-0.005198415,0
0.004325664,0.001918168,0.000270663,-0.002706794,0
0.007900158,-0.002862505,0.000908915,0.003897181,0
0.005514825,0.000784752,0.000330882,-0.001453212,0
0.007304622,-0.00177801,0.000403113,-0.003491325,0
-0.002455451,0.000146328,0.002344459,-0.034916154,0
-0.016121484,0.003326465,0.003881339,0.003672158,0
0.002807218,1.94E-05,0.001949931,0.002724276,0
-0.000861697,0.004349326,0.000951081,0.005039831,0
0.00671136,-0.002006672,0.000977522,-0.003694097,0
-0.003916965,-0.00660043,0.00631664,0.004570731,1
0.001369778,0.003593115,0.000693882,0.003028403,0
-0.015235342,-0.023152915,-0.001480635,-0.002993315,1
-0.001767883,0.005841903,0.000978928,0.005392722,0
-0.003957801,3.32E-05,0.00350868,0.005609787,0
-0.001185373,0.004845405,0.001059358,0.005457532,0
0.003277266,-0.001492112,0.00235571,0.004588528,0
0.004636556,0.000411621,0.000239306,-0.010212427,0
0.003776211,0.004237954,-0.000687169,0.002246043,0
0.002134234,0.003218234,0.000301743,0.005029202,0
0.005161252,9.65E-05,0.000782949,0.002568307,0
0.012180587,-0.022918345,-0.024288058,0.003533779,1
-0.016976309,0.000681705,0.006430008,0.002587716,0
0.002931284,0.00499164,-0.000723899,0.00455077,0
0.006360978,0.000404871,-0.000268278,-0.001357369,0
0.004240237,0.002493954,-0.000164232,-0.004463319,0
0.000709271,0.007602397,-0.000922941,-0.001854611,0
0.000334271,-0.013418376,0.007305554,0.004378168,1
0.003775727,0.00124966,0.000773524,0.001313431,0
-0.016707043,-0.008751514,0.007279663,0.000898554,0
-0.002554097,-0.001248895,0.004078366,0.00507563,0
-0.008965428,-0.019521527,-0.003473117,-0.000294365,1
0.00355763,0.005059767,-0.001136098,0.000407941,0
0.005421623,-0.004672067,0.002777284,0.004325717,0
0.000734309,0.006216247,-0.000243649,0.004446296,0
-0.012876574,9.22E-05,0.006140813,0.003628457,0
-0.007164028,0.00506476,0.003285615,0.005098612,0
0.007860138,-0.001721392,0.000224999,0.002781665,0
-0.020989198,-0.004582099,0.006042722,0.000446217,0
-0.000744378,-0.002104648,0.003861133,0.005449597,0
0.000112573,0.00503872,0.000167411,0.006609267,0
-0.001145813,0.004113697,0.001464438,0.004729793,0
-0.021812467,-0.001600703,0.005287532,0.000837669,0
0.003085163,-0.007198173,0.004518795,0.00561073,0
0.001325902,0.006588464,-0.000397685,0.001786362,0
0.007539289,-0.002183543,0.000710012,0.004060649,0
-0.001611201,0.001821653,0.002743013,0.005145523,0
0.005732981,7.37E-05,0.000223588,-0.002328087,0
0.002863277,0.006270002,-0.001283726,0.003025382,0
0.004307895,0.001207086,0.000480594,0.002168289,0
-0.004617749,0.00941845,0.000417948,0.006112467,0
-0.000711372,0.009075082,-0.001213519,-0.006520949,0
0.003614921,0.003806291,-0.000657275,-0.004957385,0
0.005347358,0.001618129,-0.000345328,-0.002543081,0
-0.002336855,-0.005549456,0.005130507,0.005357998,0
-0.000239952,0.008918572,-0.001753607,0.005156672,0
0.006171193,-0.0008799,0.000700482,-0.000798062,0
0.005161782,0.002017244,-0.000217014,0.001475828,0
-0.004328051,0.009143144,0.000656764,0.003963422,0
0.004395523,-1.07E-05,0.001178484,0.004189098,0
0.003210272,0.003631983,-0.000122795,0.004944793,0
0.004119944,0.004051938,-0.000959089,-0.001762709,0
0.002244008,0.00087845,0.00103363,-0.016021521,0
0.006452906,-0.002344568,0.001178597,0.003878472,0
-0.001043008,0.004140311,0.001478197,0.004033757,0
0.00107886,0.001591692,0.001844001,0.003181684,0
0.002788467,0.003471624,-2.45E-05,0.004695155,0
0.00569877,-0.001503214,0.000651936,-0.010795014,0
0.001270186,0.005425368,-0.000234953,-0.00491777,0
0.002400924,0.00599024,-0.000770187,0.002686478,0
0.009497736,-0.005706365,0.001545956,0.001561065,0
-0.0006939,-0.007153504,0.004325027,-0.046918605,0
0.003838056,0.001880905,-0.000313139,-0.010761323,0
0.002859327,0.004430329,-0.000363434,0.003912751,0
-0.016442895,-0.005390348,0.007590751,0.001687384,0
-0.000737726,0.009040472,-0.000650886,0.000675862,0
0.000471157,0.010083535,-0.001915407,0.001381179,0
0.007070532,-0.001919069,0.001047661,0.000375882,0
0.006241119,-0.006077542,0.002600368,-0.016497188,0
0.003751768,3.49E-05,0.000609225,-0.014659302,0
0.000766122,-0.000216719,0.002866007,0.00468804,0
0.000922155,0.006172732,-8.63E-05,0.003208358,0
-0.001984451,0.008341467,2.59E-05,0.005246105,0
-0.006016707,0.000512179,0.004390777,0.004960822,0
0.005117737,0.000989354,0.000373947,0.000813937,0
0.001885621,0.00478895,-4.99E-05,-0.00153907,0
0.001579451,-0.002078446,0.003207432,0.004963494,0
-0.007098374,0.003742538,0.003177417,0.005495944,0
-0.007442959,-0.003866706,0.006006721,0.004354217,0
0.003104123,0.00251286,0.000661973,0.001486626,0
9.45E-05,0.005753696,0.000314207,0.003627327,0
0.003062745,0.001861512,0.000546943,0.005749972,0
0.00278938,0.00142445,0.000968426,0.002740018,0
0.003445358,-0.00391304,0.003317642,0.003860782,0
-0.000486856,0.009809757,-0.001832896,-0.00747745,0
0.005212157,-0.001264447,0.001372434,0.004233434,0
-0.006529894,-0.000625055,0.003445013,-0.053387726,0
-0.002381019,0.005517928,0.001559696,0.004049701,0
0.003462659,0.005531601,-0.00123767,0.000889105,0
-0.003126909,-0.025538587,0.003797515,0.000755734,1
-0.018166725,-0.003254089,0.00368115,0.001521114,0
0.003958726,-0.003052138,0.002565419,0.004878487,0
-0.00076544,-0.004743444,0.004096974,0.006005473,0
0.001511519,0.004079698,0.000505409,0.005653699,0
-0.019740936,-0.00564408,0.004978439,0.000522549,1
0.001179454,0.005835524,-0.000224685,0.003132792,0
-0.001479375,0.008202735,-1.30E-05,0.005363421,0
0.002796634,0.003633511,0.000171147,0.002571432,0
0.007678155,-0.003489386,0.001496797,0.000706246,0
0.005955531,0.000213556,0.000188431,-0.001639777,0
-0.002086812,0.003142303,0.001946095,0.006239378,0
0.002307619,0.000755367,0.001602484,0.004707196,0
0.003671344,0.002949609,-0.000203459,0.001038621,0
0.000419611,0.009285932,-0.001568236,0.000293063,0
-0.000986802,0.005491242,0.00096012,0.003760943,0
0.003635962,0.003109179,-8.28E-05,0.003802831,0
0.002686961,0.001907982,0.000797031,0.004830069,0
0.00485534,0.000782552,0.000418967,0.005275494,0
0.004673653,0.00162865,-0.000106725,-0.004442013,0
0.00098218,0.001527571,0.001417743,0.006302531,0
0.006148997,-0.001796889,0.001005058,-0.007022965,0
0.009699929,-0.005819217,0.001572767,0.004330722,0
0.005960966,-0.000216,0.000417732,-0.000464364,0
0.001550344,9.82E-05,0.002135841,0.005418231,0
0.005350617,-0.001022624,0.000877789,-0.005694725,0
0.001333476,0.00307731,0.000872408,0.003926278,0
0.003316236,0.003898062,-0.000338914,0.005003005,0
0.012585501,-0.023868209,-0.026229458,0.003195351,1
0.00207488,0.007780953,-0.001666508,0.000706523,0
0.0029763,0.006229471,-0.001577225,-0.001168639,0
0.007364589,-0.003701967,0.001436962,0.001702997,0
0.009123426,-0.005908378,0.001787723,-0.003855545,0
0.004321045,-0.00023608,0.00135031,0.005400668,0
0.003003856,0.003151557,-2.49E-05,0.005775518,0
0.004054979,0.000814435,0.000534292,-0.00913203,0
0.016511695,-0.024331202,-0.030550799,0.003904111,1
0.003043173,0.003235898,0.000343767,0.003484997,0
-0.003578487,-0.002588914,0.004693944,0.005508027,1
0.000346646,0.005969939,0.000198243,-0.000135685,0
0.003425139,-0.006001502,0.004278995,0.004099172,0
-0.000271267,-0.001406753,0.003739305,0.004057179,0
-0.006391726,-0.011351161,0.007730179,0.003136429,1
-0.000360044,0.004019152,0.001365345,0.004284107,0
-0.002383505,0.009575813,-0.000344757,0.00110993,0
0.001204917,0.000821335,0.001999389,0.005005658,0
-0.004309895,0.001251171,0.003698971,0.005076874,0
0.001729767,-0.009425681,0.006149529,0.004820128,1
0.002679584,-0.000412943,0.00212628,0.004782461,0
0.004247787,-0.004133874,0.0032593,0.002293789,1
0.003714111,0.001914287,0.000583683,9.70E-05,0
-0.00794102,-0.011666,0.00871037,0.00275642,1
0.005745428,0.001219479,-0.000173137,0.002519139,0
0.001396324,0.004980117,0.000133554,0.002360623,0
-0.017353509,0.00061135,0.004649356,0.002684155,0
0.001304665,0.006031446,-0.000636141,0.005487276,0
-0.009200524,0.0006251,0.004284544,0.004856159,0
0.000529071,0.008488155,-0.001067248,0.001777419,0
-0.001649822,0.007188959,0.000241285,0.005438363,0
-0.004892917,-0.018088981,-0.006366458,0.001100872,1
-6.65E-05,0.008325332,-0.000588815,0.003687748,0
0.005539699,0.001662299,-0.000313142,9.91E-06,0
0.00334587,-3.30E-05,0.00129014,-0.012933832,0
0.00505709,0.001853645,-6.80E-05,0.00073674,0
-0.00131807,0.007064885,0.000243568,0.00439443,0
-0.001590188,-0.000259899,0.003426776,0.005217583,0
0.003206383,0.004899474,-0.000805588,-0.001314962,0
-0.002303907,0.006696974,-0.000143472,-0.021842639,0
0.006399546,-0.001226721,0.00053178,-0.005791957,0
-0.000270639,-0.001052384,0.003538649,0.00448157,0
0.005445596,-0.001147858,0.000731115,-0.010184803,0
0.00415997,-0.006615377,0.004394415,0.003416556,1
-0.009388214,0.006886526,0.00234931,0.005863278,0
-0.00713366,-0.021637718,0.004356674,0.000595124,1
0.001684578,-0.001352602,0.002764125,0.005473501,0
0.001660687,0.003903354,0.000322815,0.004870705,0
0.001922763,0.004571576,0.000221573,0.002648374,0
-0.014245796,0.002118147,0.004435452,0.003772921,0
0.005381899,0.001353582,-9.27E-05,-0.001535425,0
-0.002384638,-0.020352203,-0.019256355,-2.23E-05,1
0.002899285,0.00533409,-0.000934356,0.005708967,0
-0.016573861,-0.014573901,0.002577953,-0.000904834,1
0.00154163,0.001975338,0.001526491,0.003360176,0
0.010087556,-0.006605275,0.001572705,-0.002888067,0
-0.039754287,-0.000135449,-0.010242056,-0.006220333,0
0.005620232,-0.000320973,0.000715565,-0.001011626,0
0.003856799,0.002905455,-0.000425813,-0.006612109,0
-0.000428218,0.007443515,-0.000212551,0.00550232,0
0.003353014,0.004018331,-0.000410866,0.002570953,0
-0.014350407,0.003057671,0.004577903,0.003968639,0
0.000511044,0.009207784,-0.001667808,-0.002087223,0
0.005428847,-0.002253715,0.001943534,0.001987757,0
-0.003895858,-0.003097253,0.003560718,0.00557762,0
0.008261737,-0.00538244,0.002014784,-0.003459169,0
-7.19E-05,0.003311372,0.001890582,0.002912552,0
-0.001090944,0.004816621,0.001176211,0.004786645,0
0.007488847,-0.007544505,0.003241331,-0.006035231,0
-0.000497495,0.007722372,-4.04E-05,0.003559945,0
0.006356347,-0.002622566,0.001617808,0.003870385,0
0.003634815,0.003819519,-0.000366692,-0.001108633,0
0.00649436,-0.003240161,0.001692988,0.002038851,0
0.001689619,0.002835616,0.001030535,-0.004130008,0
0.002491119,0.006563542,-0.001344856,-0.000543106,0
0.002733419,0.001444016,0.000983285,-0.011329968,0
0.002036272,0.003317473,0.000638397,0.002769998,0
0.004461699,0.001330942,0.000421374,0.004509558,0
-5.48E-05,0.006082616,0.000231098,0.003745235,0
0.001351891,0.000204996,0.002245375,0.004978271,0
0.005146664,0.000645746,0.000424522,-0.004162032,0
-0.00058176,0.002717742,0.001259172,-0.019930339,0
0.002331923,0.006238357,-0.001189475,-0.001056322,0
0.003857118,-0.000916416,0.001787089,0.00490006,0
-0.001101625,0.002570151,0.002057578,0.004803678,0
-0.006689654,0.000592853,0.00369,0.005457654,0
-0.001882882,0.008605111,-0.000218437,0.002699448,0
-0.001940329,0.003597954,0.000712801,-0.028353691,0
0.002652423,0.003923693,-0.000249867,0.005470938,0
0.00310798,0.002581828,0.000400089,-0.005854952,0
0.00383066,-0.007529215,0.004690946,0.004574164,0
0.005941716,0.000231316,0.000269105,0.002129065,0
0.005480853,-0.001377411,0.00119981,0.004877352,0
0.002345408,-0.000943952,0.002587346,0.003001202,0
-0.004803785,-0.006889914,0.005292907,0.004602931,1
0.007322635,-0.006953322,0.003079346,0.005340904,0
0.004518959,-0.001582258,0.002093575,0.004178269,1
-0.002608475,0.002958669,0.002767326,0.004601186,0
0.007007208,-0.001524073,0.000207411,-0.005248323,1
0.002366531,0.006385625,-0.001063048,0.001505424,0
0.005511963,2.54E-05,0.000514678,0.001398059,0
0.003230388,-0.0014875,0.001656321,-0.018708204,0
-0.026487375,0.005304978,0.001827703,0.000779477,0
0.006385033,-0.002858239,0.001854333,0.001094644,0
0.005035766,-0.000649206,0.001144392,-0.005157269,0
0.004975849,0.00209842,-0.000265587,-0.000620766,0
0.002355127,0.006371614,-0.001216357,-0.003244244,0
0.001167524,0.008430636,-0.001523577,0.000124941,0
-0.000126119,0.007430145,-0.000757671,-0.007352761,0
0.003520721,0.00291893,0.000371717,0.000742018,0
-0.000283966,0.002416702,0.001718191,0.006438648,0
0.005208448,-0.004156892,0.00300291,0.001951049,0
-0.012071605,-0.000613098,0.00311104,0.004007529,0
0.004362062,0.003666415,-0.000642322,0.001605649,0
0.00257192,0.002574228,0.000323963,0.005686995,0
0.003741782,0.000728405,0.000494938,-0.012228269,0
0.007227515,-0.006998794,0.003112483,0.004958795,0
0.005896936,0.000283482,0.000360966,0.00056875,0
0.000218418,0.003503655,0.001490763,0.004241564,0
-0.00305807,-0.001097119,0.004127174,0.005418113,0
0.003480836,0.001543246,0.000634912,0.00600033,0
0.00702378,-0.00258534,0.001070577,0.001137311,0
0.008637137,-0.005440472,0.002060627,0.003096615,0
0.003130885,0.001356686,0.001026018,0.005899922,0
0.001866315,0.007302221,-0.001165321,-2.53E-05,0
0.003092415,0.002297032,0.000622777,-0.000862486,0
0.007942273,-0.003506521,0.001114934,-0.000181625,0
0.000979283,0.0079513,-0.00112837,-0.002972613,0
-0.009691473,0.00657373,0.002584827,0.005735412,0
0.002940877,-0.003035993,0.003073357,0.005346772,0
0.001445879,0.003819738,0.000422958,0.005908578,0
0.008991621,-0.005713232,0.001887676,-0.00043743,0
0.002608673,0.002720222,0.000764733,0.00341882,0
0.003545721,0.001604449,0.000655466,-0.006955813,0
-0.00991951,-0.028267282,0.007789829,-0.001619745,1
-0.001937506,0.002816892,0.002007135,0.005830821,0
0.002432702,0.001385541,0.001153358,0.00287512,0
0.000648657,0.007357328,-0.00072745,-0.002759417,0
0.001798639,0.003041073,0.00094513,-0.00177364,0
0.010158594,-0.006427904,0.001468441,0.004664043,0
-0.007200556,-0.021115954,0.010080093,0.001047205,1
-0.002408033,0.003026955,0.002168643,0.005483744,0
-0.003087819,0.004997005,0.001637128,0.005693417,0
0.003888012,0.001890209,0.000346636,-0.006693314,0
0.003686724,0.000343081,0.000654978,-0.013504347,0
0.002837172,0.000647003,0.001441635,0.00382678,0
0.005680418,-0.002428406,0.001024768,-0.012909879,0
0.003739983,0.002882787,4.35E-05,0.001289669,0
-0.002798043,-0.001226094,0.004256746,0.00506499,0
0.005279075,-0.003086526,0.001687822,-0.01158484,0
0.000348628,0.007935973,-0.000709987,0.002042372,0
0.002105436,-0.00197121,0.003190926,0.004415958,0
0.002719513,-0.002683947,0.002833083,0.005676896,0
-0.007712505,0.003112649,0.003705163,0.00537985,0
0.005383211,0.001779612,-0.000271507,0.000431757,0
0.000137065,0.006944974,-0.0001712,0.002778293,0
-0.005311795,-0.002558835,0.005102707,0.00518891,0
0.005144062,-0.000254987,0.000746031,-0.005990482,0
0.007823683,-0.002558275,0.00083066,0.000755773,0
0.00453953,0.001163363,0.000401527,-0.001070426,0
0.000167509,0.002857811,0.001277375,0.005279932,0
0.001358717,-0.025779632,-0.012260217,0.000585312,1
0.002956107,0.001105563,0.000576483,-0.014686111,0
0.001371127,0.004511756,0.000354989,-0.004894124,0
-0.017716771,-0.002591218,0.00398621,0.001805655,0
-0.00413349,0.005290944,0.002043138,0.004666846,0
0.005042997,0.002370893,-0.000367961,-0.000187562,0
0.002543446,0.005336744,-0.000492936,-0.001457647,0
0.003557352,0.003561453,-0.000458311,-0.00114761,0
0.003268823,-0.005124236,0.004201153,0.003565751,0
-0.002466027,0.005786385,0.001077832,0.006091852,0
-0.003575936,0.005986779,0.001392116,0.005318389,0
-0.003607892,0.005279581,0.001796782,0.004820212,0
-0.016444949,0.001869325,0.005846064,0.003076856,0
-0.000907499,-0.002564253,0.00413715,0.005154443,0
0.00164202,-0.003600849,0.003758426,0.005197436,0
0.006760362,-0.002970407,0.001417962,0.004025638,0
-0.002928389,0.006727213,0.000980572,0.006168868,0
0.002764545,-0.015356368,0.008410145,0.003762316,1
0.002727542,0.004135213,-0.000589566,-0.00837187,0
0.001642406,-0.028597407,-0.011904246,1.56E-05,1
-0.006897536,-0.023789991,0.008817204,0.000473434,1
0.006125205,-0.010279178,0.00513236,0.004278682,1
0.009349526,-0.005829376,0.001750436,0.00152003,0
0.003547217,0.001897896,0.000692462,0.003890776,0
0.000629447,0.003290254,0.001157928,0.00470339,0
0.000180131,0.005919365,-0.000107584,-0.009688676,0
-0.002810696,0.008590267,0.000241475,0.004897279,0
0.002156209,0.001649463,0.001571706,0.00015874,0
0.00208545,-0.000131701,0.002044027,0.003071045,0
0.00359076,0.004772279,-0.001028919,0.001057385,0
0.004030215,0.003454375,-0.000574517,0.003064814,0
0.003373583,0.002308306,0.000564681,0.000651171,0
0.004023984,0.001721745,0.000103054,-0.007333895,0
-0.007877458,-0.013421671,-0.02860537,-0.001129241,1
-0.004316075,-0.027183191,-0.003842478,-0.000713511,1
0.003025043,-0.027956815,-0.014299019,0.00037519,1
0.005331406,0.000211692,0.000620678,0.001712118,0
-0.008783073,-0.001255678,0.005079963,0.00464732,0
0.003493952,0.002145112,0.000386209,0.003397841,0
-0.016907191,-0.001287632,0.00571403,0.002445476,0
-0.006025795,0.002513305,0.003699045,0.005295079,0
0.009501815,-0.004833928,0.000969738,0.002824967,0
-0.002072672,0.00975116,-0.000692705,0.001109005,0
0.002790275,0.002912775,-0.000160943,-0.011177986,0
-0.001845022,-0.021343698,-0.022558892,-0.000449387,1
-0.006626786,-0.011847933,0.008483654,0.002952141,1
-0.000960766,0.005170509,6.92E-05,-0.020179028,0
-0.000128945,0.008475855,-0.001118519,-0.007643598,0
0.001627357,-0.000579949,0.002441727,0.004868186,0
0.006283778,8.35E-06,0.000300664,0.001017296,0
-0.000136382,0.005155997,0.000705864,0.001580389,0
0.005805243,-0.002944524,0.001420784,-0.012395396,0
-0.013698176,0.005871367,0.003949576,0.004576021,0
-0.007240856,0.006560801,0.001730443,0.006026379,0
-0.004652583,-0.022786624,-0.012306165,-0.000625201,1
0.004366426,0.002677228,-0.000334684,0.002029482,1
0.005717615,-0.008756306,0.004371192,0.005821702,0
0.000773583,0.003124828,0.001221918,0.003938273,0
-0.001706552,0.010419143,-0.00089312,0.002322934,0
0.00668746,-0.004369371,0.002107423,0.005537599,0
0.00499407,-0.002520928,0.00221033,5.76E-05,0
0.006663828,-0.002499621,0.000993657,-0.006700035,0
0.001828202,0.005730841,-0.000830028,-0.002955212,0
-0.004235623,0.004006195,0.001137653,-0.035914248,0
0.000589438,-0.008737006,0.006357588,0.004686319,0
0.005513693,0.000458115,0.000223875,-0.004628004,0
-0.005347185,0.00703674,0.001789417,0.005295742,0
-0.003451602,0.001563267,0.00332914,0.005332212,0
0.003451328,0.001024911,0.001026296,0.003949185,0
0.001686039,0.004335551,0.000355833,-0.001765626,0
-0.00382924,0.005113107,0.001607941,0.006316107,0
0.004710698,0.001724361,0.000353334,0.003275723,0
0.000805001,0.00546386,0.000121675,-0.0030945,0
-0.008646353,0.006181407,0.002531572,0.005788788,0
0.00879303,-0.004821598,0.001476188,0.001792383,0
-0.003873102,0.00427872,0.002357444,0.005094945,0
0.003094903,-0.000559114,0.001794051,0.005029623,0
-6.48E-05,0.003078266,0.001332905,0.005257106,0
-0.012901802,0.000861773,0.004590116,0.003925352,0
-0.000889658,0.009124678,-0.000708308,0.001694108,0
0.000200412,0.001195669,0.001460303,0.006321674,0
-0.001508483,0.00440243,0.001119649,0.006055252,0
-0.004527686,0.005068525,0.002247587,0.005376292,0
0.00237634,-0.025777024,-0.022289354,-0.000146214,1
-0.016148541,-0.024794604,0.001582898,-0.003359213,1
0.007076586,-0.004764629,0.002418383,0.002324837,0
-0.013343008,0.006544286,0.002532122,-0.061756743,0
0.00552993,0.000502924,0.00033457,-0.000263579,0
0.003248562,9.24E-05,0.001459207,0.005440804,0
0.005029043,0.0021385,-0.000189717,0.001586898,0
0.00099267,0.006950206,-0.000680922,0.002311864,0
0.002980435,0.005122316,-0.000678184,-0.001462245,0
0.001118692,0.006395629,-0.000382267,-0.001264506,0
0.003260163,-0.000424235,0.001923275,0.004231447,0
0.001655947,0.005000171,0.000159092,0.002338426,0
0.001315058,0.004932817,0.000112352,0.003038543,0
0.008240123,-0.003574862,0.001067683,-0.000890385,0
0.005058605,-0.001312778,0.001384488,0.000615147,0
0.002981088,-0.00045961,0.001250459,-0.017586737,0
-0.014870124,-0.021590792,0.001775903,-0.002152058,1
0.007676353,-0.003909849,0.001366787,-0.005787337,0
0.012807422,-0.027024441,-0.036941757,0.001348195,1
0.004175046,0.000513506,0.001299299,0.003037332,0
0.003846189,0.003121084,-0.000450185,-0.005935426,0
0.006200325,-0.001432337,0.000751284,-0.00656498,0
0.003869266,0.002867607,3.46E-05,0.003305958,0
-0.042825195,0.006251683,-0.001794022,-0.004728251,0
0.001414632,0.006194615,-0.000586196,0.00183592,0
-0.001397312,0.012219551,-0.002096075,-0.002133089,0
0.003339846,0.000237185,0.001151372,-0.009512267,0
0.007903199,-0.002942708,0.000683343,-0.003610722,0
0.001130757,0.004234057,0.000149992,-0.01116924,0
0.005711901,0.001187619,-0.000462168,-0.003464857,0
-1.68E-05,0.001990125,0.001847185,0.005500021,0
0.000329933,0.005293216,0.000308636,-0.005561655,0
0.000654504,0.009869672,-0.001948656,0.002309969,0
0.004536855,0.001133007,0.000115906,-0.007823473,0
0.009070413,-0.007604541,0.002318004,-0.004573528,1
0.003193799,-0.000545524,0.002140682,0.002520159,0
